"","type"
"39404","BINDS_CbG"
"39405","BINDS_CbG"
"39406","BINDS_CbG"
"39407","BINDS_CbG"
"39408","BINDS_CbG"
"39409","BINDS_CbG"
"39410","BINDS_CbG"
"39411","BINDS_CbG"
"39412","BINDS_CbG"
"39413","BINDS_CbG"
"39414","BINDS_CbG"
"39415","BINDS_CbG"
"39416","BINDS_CbG"
"39417","BINDS_CbG"
"39418","BINDS_CbG"
"39419","BINDS_CbG"
"39420","BINDS_CbG"
"39421","BINDS_CbG"
"39422","BINDS_CbG"
"39423","BINDS_CbG"
"39424","BINDS_CbG"
"39425","BINDS_CbG"
"39426","BINDS_CbG"
"39427","BINDS_CbG"
"39428","BINDS_CbG"
"39429","BINDS_CbG"
"39430","BINDS_CbG"
"39431","BINDS_CbG"
"39432","BINDS_CbG"
"39433","BINDS_CbG"
"39434","BINDS_CbG"
"39435","BINDS_CbG"
"39436","BINDS_CbG"
"39437","BINDS_CbG"
"39438","BINDS_CbG"
"39439","BINDS_CbG"
"39440","BINDS_CbG"
"39441","BINDS_CbG"
"39442","BINDS_CbG"
"39443","BINDS_CbG"
"39444","BINDS_CbG"
"39445","BINDS_CbG"
"39446","BINDS_CbG"
"39447","BINDS_CbG"
"39448","BINDS_CbG"
"39449","BINDS_CbG"
"39450","BINDS_CbG"
"39451","BINDS_CbG"
"39452","BINDS_CbG"
"39453","BINDS_CbG"
"39454","BINDS_CbG"
"39455","BINDS_CbG"
"39456","BINDS_CbG"
"39457","BINDS_CbG"
"39458","BINDS_CbG"
"39459","BINDS_CbG"
"39460","PARTICIPATES_GpPW"
"39461","PARTICIPATES_GpBP"
"39462","EXPRESSES_AeG"
"39463","BINDS_CbG"
"39464","PARTICIPATES_GpBP"
"39465","EXPRESSES_AeG"
"39466","BINDS_CbG"
"39467","PARTICIPATES_GpPW"
"39468","PARTICIPATES_GpBP"
"39469","EXPRESSES_AeG"
"39470","BINDS_CbG"
"39471","PARTICIPATES_GpBP"
"39472","EXPRESSES_AeG"
"39473","BINDS_CbG"
"39474","PARTICIPATES_GpPW"
"39475","PARTICIPATES_GpBP"
"39476","EXPRESSES_AeG"
"39477","BINDS_CbG"
"39478","BINDS_CbG"
"39479","BINDS_CbG"
"39480","PARTICIPATES_GpPW"
"39481","PARTICIPATES_GpBP"
"39482","EXPRESSES_AeG"
"39483","BINDS_CbG"
"39484","BINDS_CbG"
"39485","PARTICIPATES_GpPW"
"39486","PARTICIPATES_GpBP"
"39487","EXPRESSES_AeG"
"39488","BINDS_CbG"
"39489","PARTICIPATES_GpPW"
"39490","PARTICIPATES_GpBP"
"39491","EXPRESSES_AeG"
"39492","BINDS_CbG"
"39493","PARTICIPATES_GpPW"
"39494","PARTICIPATES_GpBP"
"39495","EXPRESSES_AeG"
"39496","BINDS_CbG"
"39497","BINDS_CbG"
"39498","PARTICIPATES_GpPW"
"39499","PARTICIPATES_GpBP"
"39500","EXPRESSES_AeG"
"39501","BINDS_CbG"
"39502","BINDS_CbG"
"39503","BINDS_CbG"
"39504","PARTICIPATES_GpPW"
"39505","PARTICIPATES_GpBP"
"39506","EXPRESSES_AeG"
"39507","BINDS_CbG"
"39508","BINDS_CbG"
"39509","BINDS_CbG"
"39510","BINDS_CbG"
"39511","BINDS_CbG"
"39512","BINDS_CbG"
"39513","BINDS_CbG"
"39514","BINDS_CbG"
"39515","BINDS_CbG"
"39516","BINDS_CbG"
"39517","BINDS_CbG"
"39518","BINDS_CbG"
"39519","BINDS_CbG"
"39520","BINDS_CbG"
"39521","BINDS_CbG"
"39522","BINDS_CbG"
"39523","BINDS_CbG"
"39524","BINDS_CbG"
"39525","BINDS_CbG"
"39526","BINDS_CbG"
"39527","BINDS_CbG"
"39528","BINDS_CbG"
"39529","BINDS_CbG"
"39530","BINDS_CbG"
"39531","BINDS_CbG"
"39532","BINDS_CbG"
"39533","BINDS_CbG"
"39534","BINDS_CbG"
"39535","BINDS_CbG"
"39536","BINDS_CbG"
"39537","BINDS_CbG"
"39538","BINDS_CbG"
"39539","BINDS_CbG"
"39540","BINDS_CbG"
"39541","BINDS_CbG"
"39542","BINDS_CbG"
"39543","BINDS_CbG"
"39544","BINDS_CbG"
"39545","BINDS_CbG"
"39546","BINDS_CbG"
"39547","BINDS_CbG"
"39548","BINDS_CbG"
"39549","BINDS_CbG"
"39550","BINDS_CbG"
"39551","BINDS_CbG"
"39552","BINDS_CbG"
"39553","BINDS_CbG"
"39554","BINDS_CbG"
"39555","PARTICIPATES_GpPW"
"39556","PARTICIPATES_GpBP"
"39557","EXPRESSES_AeG"
"39558","BINDS_CbG"
"39559","BINDS_CbG"
"39560","PARTICIPATES_GpPW"
"39561","PARTICIPATES_GpBP"
"39562","EXPRESSES_AeG"
"39563","BINDS_CbG"
"39564","PARTICIPATES_GpPW"
"39565","PARTICIPATES_GpBP"
"39566","EXPRESSES_AeG"
"39567","BINDS_CbG"
"39568","PARTICIPATES_GpPW"
"39569","PARTICIPATES_GpBP"
"39570","EXPRESSES_AeG"
"39571","BINDS_CbG"
"39572","BINDS_CbG"
"39573","PARTICIPATES_GpPW"
"39574","PARTICIPATES_GpBP"
"39575","EXPRESSES_AeG"
"39576","BINDS_CbG"
"39577","PARTICIPATES_GpPW"
"39578","PARTICIPATES_GpBP"
"39579","EXPRESSES_AeG"
"39580","BINDS_CbG"
"39581","PARTICIPATES_GpPW"
"39582","PARTICIPATES_GpBP"
"39583","EXPRESSES_AeG"
"39584","BINDS_CbG"
"39585","PARTICIPATES_GpPW"
"39586","PARTICIPATES_GpBP"
"39587","EXPRESSES_AeG"
"39588","BINDS_CbG"
"39589","BINDS_CbG"
"39590","BINDS_CbG"
"39591","BINDS_CbG"
"39592","BINDS_CbG"
"39593","BINDS_CbG"
"39594","BINDS_CbG"
"39595","BINDS_CbG"
"39596","BINDS_CbG"
"39597","BINDS_CbG"
"39598","BINDS_CbG"
"39599","BINDS_CbG"
"39600","BINDS_CbG"
"39601","BINDS_CbG"
"39602","BINDS_CbG"
"39603","BINDS_CbG"
"39604","BINDS_CbG"
"39605","BINDS_CbG"
"39606","BINDS_CbG"
"39607","BINDS_CbG"
"39608","BINDS_CbG"
"39609","BINDS_CbG"
"39610","BINDS_CbG"
"39611","BINDS_CbG"
"39612","BINDS_CbG"
"39613","BINDS_CbG"
"39614","BINDS_CbG"
"39615","BINDS_CbG"
"39616","BINDS_CbG"
"39617","BINDS_CbG"
"39618","BINDS_CbG"
"39619","BINDS_CbG"
"39620","BINDS_CbG"
"39621","BINDS_CbG"
"39622","PARTICIPATES_GpPW"
"39623","PARTICIPATES_GpBP"
"39624","EXPRESSES_AeG"
"39625","BINDS_CbG"
"39626","PARTICIPATES_GpPW"
"39627","PARTICIPATES_GpBP"
"39628","EXPRESSES_AeG"
"39629","BINDS_CbG"
"39630","PARTICIPATES_GpPW"
"39631","PARTICIPATES_GpBP"
"39632","EXPRESSES_AeG"
"39633","BINDS_CbG"
"39634","PARTICIPATES_GpBP"
"39635","EXPRESSES_AeG"
"39636","BINDS_CbG"
"39637","BINDS_CbG"
"39638","PARTICIPATES_GpPW"
"39639","PARTICIPATES_GpBP"
"39640","EXPRESSES_AeG"
"39641","BINDS_CbG"
"39642","BINDS_CbG"
"39643","BINDS_CbG"
"39644","BINDS_CbG"
"39645","BINDS_CbG"
"39646","BINDS_CbG"
"39647","BINDS_CbG"
"39648","BINDS_CbG"
"39649","BINDS_CbG"
"39650","BINDS_CbG"
"39651","BINDS_CbG"
"39652","BINDS_CbG"
"39653","BINDS_CbG"
"39654","BINDS_CbG"
"39655","BINDS_CbG"
"39656","BINDS_CbG"
"39657","BINDS_CbG"
"39658","BINDS_CbG"
"39659","BINDS_CbG"
"39660","BINDS_CbG"
"39661","BINDS_CbG"
"39662","BINDS_CbG"
"39663","BINDS_CbG"
"39664","BINDS_CbG"
"39665","BINDS_CbG"
"39666","BINDS_CbG"
"39667","BINDS_CbG"
"39668","BINDS_CbG"
"39669","BINDS_CbG"
"39670","BINDS_CbG"
"39671","BINDS_CbG"
"39672","BINDS_CbG"
"39673","BINDS_CbG"
"39674","BINDS_CbG"
"39675","BINDS_CbG"
"39676","BINDS_CbG"
"39677","BINDS_CbG"
"39678","BINDS_CbG"
"39679","BINDS_CbG"
"39680","BINDS_CbG"
"39681","BINDS_CbG"
"39682","BINDS_CbG"
"39683","BINDS_CbG"
"39684","BINDS_CbG"
"39685","BINDS_CbG"
"39686","BINDS_CbG"
"39687","BINDS_CbG"
"39688","BINDS_CbG"
"39689","BINDS_CbG"
"39690","BINDS_CbG"
"39691","PARTICIPATES_GpPW"
"39692","PARTICIPATES_GpBP"
"39693","EXPRESSES_AeG"
"39694","BINDS_CbG"
"39695","PARTICIPATES_GpPW"
"39696","PARTICIPATES_GpBP"
"39697","EXPRESSES_AeG"
"39698","BINDS_CbG"
"39699","BINDS_CbG"
"39700","PARTICIPATES_GpPW"
"39701","PARTICIPATES_GpBP"
"39702","EXPRESSES_AeG"
"39703","BINDS_CbG"
"39704","PARTICIPATES_GpPW"
"39705","PARTICIPATES_GpBP"
"39706","EXPRESSES_AeG"
"39707","BINDS_CbG"
"39708","PARTICIPATES_GpPW"
"39709","PARTICIPATES_GpBP"
"39710","EXPRESSES_AeG"
"39711","BINDS_CbG"
"39712","PARTICIPATES_GpPW"
"39713","PARTICIPATES_GpBP"
"39714","EXPRESSES_AeG"
"39715","BINDS_CbG"
"39716","PARTICIPATES_GpPW"
"39717","PARTICIPATES_GpBP"
"39718","EXPRESSES_AeG"
"39719","BINDS_CbG"
"39720","BINDS_CbG"
"39721","BINDS_CbG"
"39722","BINDS_CbG"
"39723","BINDS_CbG"
"39724","BINDS_CbG"
"39725","BINDS_CbG"
"39726","BINDS_CbG"
"39727","BINDS_CbG"
"39728","BINDS_CbG"
"39729","BINDS_CbG"
"39730","BINDS_CbG"
"39731","BINDS_CbG"
"39732","BINDS_CbG"
"39733","BINDS_CbG"
"39734","BINDS_CbG"
"39735","BINDS_CbG"
"39736","BINDS_CbG"
"39737","BINDS_CbG"
"39738","BINDS_CbG"
"39739","BINDS_CbG"
"39740","BINDS_CbG"
"39741","BINDS_CbG"
"39742","BINDS_CbG"
"39743","BINDS_CbG"
"39744","BINDS_CbG"
"39745","BINDS_CbG"
"39746","BINDS_CbG"
"39747","BINDS_CbG"
"39748","BINDS_CbG"
"39749","BINDS_CbG"
"39750","BINDS_CbG"
"39751","BINDS_CbG"
"39752","BINDS_CbG"
"39753","BINDS_CbG"
"39754","BINDS_CbG"
"39755","BINDS_CbG"
"39756","BINDS_CbG"
"39757","BINDS_CbG"
"39758","BINDS_CbG"
"39759","BINDS_CbG"
"39760","BINDS_CbG"
"39761","BINDS_CbG"
"39762","BINDS_CbG"
"39763","BINDS_CbG"
"39764","BINDS_CbG"
"39765","BINDS_CbG"
"39766","BINDS_CbG"
"39767","BINDS_CbG"
"39768","BINDS_CbG"
"39769","BINDS_CbG"
"39770","BINDS_CbG"
"39771","BINDS_CbG"
"39772","BINDS_CbG"
"39773","BINDS_CbG"
"39774","BINDS_CbG"
"39775","BINDS_CbG"
"39776","BINDS_CbG"
"39777","BINDS_CbG"
"39778","BINDS_CbG"
"39779","BINDS_CbG"
"39780","BINDS_CbG"
"39781","BINDS_CbG"
"39782","BINDS_CbG"
"39783","BINDS_CbG"
"39784","BINDS_CbG"
"39785","BINDS_CbG"
"39786","BINDS_CbG"
"39787","BINDS_CbG"
"39788","BINDS_CbG"
"39789","BINDS_CbG"
"39790","BINDS_CbG"
"39791","BINDS_CbG"
"39792","BINDS_CbG"
"39793","BINDS_CbG"
"39794","BINDS_CbG"
"39795","BINDS_CbG"
"39796","BINDS_CbG"
"39797","BINDS_CbG"
"39798","BINDS_CbG"
"39799","BINDS_CbG"
"39800","BINDS_CbG"
"39801","BINDS_CbG"
"39802","BINDS_CbG"
"39803","BINDS_CbG"
"39804","BINDS_CbG"
"39805","BINDS_CbG"
"39806","BINDS_CbG"
"39807","BINDS_CbG"
"39808","BINDS_CbG"
"39809","BINDS_CbG"
"39810","BINDS_CbG"
"39811","BINDS_CbG"
"39812","BINDS_CbG"
"39813","BINDS_CbG"
"39814","BINDS_CbG"
"39815","BINDS_CbG"
"39816","BINDS_CbG"
"39817","BINDS_CbG"
"39818","BINDS_CbG"
"39819","BINDS_CbG"
"39820","BINDS_CbG"
"39821","PARTICIPATES_GpPW"
"39822","PARTICIPATES_GpBP"
"39823","EXPRESSES_AeG"
"39824","BINDS_CbG"
"39825","PARTICIPATES_GpPW"
"39826","PARTICIPATES_GpBP"
"39827","EXPRESSES_AeG"
"39828","BINDS_CbG"
"39829","PARTICIPATES_GpPW"
"39830","PARTICIPATES_GpBP"
"39831","EXPRESSES_AeG"
"39832","BINDS_CbG"
"39833","PARTICIPATES_GpPW"
"39834","PARTICIPATES_GpBP"
"39835","EXPRESSES_AeG"
"39836","BINDS_CbG"
"39837","BINDS_CbG"
"39838","BINDS_CbG"
"39839","BINDS_CbG"
"39840","BINDS_CbG"
"39841","BINDS_CbG"
"39842","BINDS_CbG"
"39843","BINDS_CbG"
"39844","BINDS_CbG"
"39845","BINDS_CbG"
"39846","BINDS_CbG"
"39847","BINDS_CbG"
"39848","BINDS_CbG"
"39849","BINDS_CbG"
"39850","BINDS_CbG"
"39851","BINDS_CbG"
"39852","BINDS_CbG"
"39853","BINDS_CbG"
"39854","BINDS_CbG"
"39855","BINDS_CbG"
"39856","BINDS_CbG"
"39857","BINDS_CbG"
"39858","BINDS_CbG"
"39859","BINDS_CbG"
"39860","BINDS_CbG"
"39861","BINDS_CbG"
"39862","BINDS_CbG"
"39863","BINDS_CbG"
"39864","BINDS_CbG"
"39865","BINDS_CbG"
"39866","BINDS_CbG"
"39867","BINDS_CbG"
"39868","BINDS_CbG"
"39869","BINDS_CbG"
"39870","BINDS_CbG"
"39871","BINDS_CbG"
"39872","BINDS_CbG"
"39873","BINDS_CbG"
"39874","BINDS_CbG"
"39875","BINDS_CbG"
"39876","BINDS_CbG"
"39877","BINDS_CbG"
"39878","BINDS_CbG"
"39879","BINDS_CbG"
"39880","BINDS_CbG"
"39881","BINDS_CbG"
"39882","BINDS_CbG"
"39883","BINDS_CbG"
"39884","BINDS_CbG"
"39885","BINDS_CbG"
"39886","BINDS_CbG"
"39887","BINDS_CbG"
"39888","BINDS_CbG"
"39889","BINDS_CbG"
"39890","BINDS_CbG"
"39891","BINDS_CbG"
"39892","BINDS_CbG"
"39893","BINDS_CbG"
"39894","BINDS_CbG"
"39895","BINDS_CbG"
"39896","BINDS_CbG"
"39897","BINDS_CbG"
"39898","BINDS_CbG"
"39899","BINDS_CbG"
"39900","BINDS_CbG"
"39901","BINDS_CbG"
"39902","BINDS_CbG"
"39903","BINDS_CbG"
"39904","PARTICIPATES_GpPW"
"39905","PARTICIPATES_GpBP"
"39906","EXPRESSES_AeG"
"39907","BINDS_CbG"
"39908","BINDS_CbG"
"39909","BINDS_CbG"
"39910","BINDS_CbG"
"39911","BINDS_CbG"
"39912","BINDS_CbG"
"39913","BINDS_CbG"
"39914","BINDS_CbG"
"39915","BINDS_CbG"
"39916","BINDS_CbG"
"39917","BINDS_CbG"
"39918","BINDS_CbG"
"39919","BINDS_CbG"
"39920","BINDS_CbG"
"39921","BINDS_CbG"
"39922","BINDS_CbG"
"39923","BINDS_CbG"
"39924","BINDS_CbG"
"39925","BINDS_CbG"
"39926","BINDS_CbG"
"39927","BINDS_CbG"
"39928","BINDS_CbG"
"39929","BINDS_CbG"
"39930","BINDS_CbG"
"39931","BINDS_CbG"
"39932","BINDS_CbG"
"39933","BINDS_CbG"
"39934","BINDS_CbG"
"39935","BINDS_CbG"
"39936","BINDS_CbG"
"39937","BINDS_CbG"
"39938","BINDS_CbG"
"39939","BINDS_CbG"
"39940","BINDS_CbG"
"39941","BINDS_CbG"
"39942","BINDS_CbG"
"39943","BINDS_CbG"
"39944","BINDS_CbG"
"39945","BINDS_CbG"
"39946","BINDS_CbG"
"39947","BINDS_CbG"
"39948","BINDS_CbG"
"39949","BINDS_CbG"
"39950","BINDS_CbG"
"39951","BINDS_CbG"
"39952","BINDS_CbG"
"39953","PARTICIPATES_GpBP"
"39954","EXPRESSES_AeG"
"39955","BINDS_CbG"
"39956","BINDS_CbG"
"39957","BINDS_CbG"
"39958","BINDS_CbG"
"39959","BINDS_CbG"
"39960","BINDS_CbG"
"39961","BINDS_CbG"
"39962","BINDS_CbG"
"39963","BINDS_CbG"
"39964","BINDS_CbG"
"39965","BINDS_CbG"
"39966","BINDS_CbG"
"39967","BINDS_CbG"
"39968","BINDS_CbG"
"39969","BINDS_CbG"
"39970","BINDS_CbG"
"39971","BINDS_CbG"
"39972","BINDS_CbG"
"39973","BINDS_CbG"
"39974","BINDS_CbG"
"39975","BINDS_CbG"
"39976","BINDS_CbG"
"39977","BINDS_CbG"
"39978","BINDS_CbG"
"39979","BINDS_CbG"
"39980","BINDS_CbG"
"39981","BINDS_CbG"
"39982","BINDS_CbG"
"39983","BINDS_CbG"
"39984","BINDS_CbG"
"39985","BINDS_CbG"
"39986","BINDS_CbG"
"39987","BINDS_CbG"
"39988","BINDS_CbG"
"39989","BINDS_CbG"
"39990","BINDS_CbG"
"39991","PARTICIPATES_GpPW"
"39992","PARTICIPATES_GpBP"
"39993","EXPRESSES_AeG"
"39994","BINDS_CbG"
"39995","PARTICIPATES_GpPW"
"39996","PARTICIPATES_GpBP"
"39997","EXPRESSES_AeG"
"39998","BINDS_CbG"
"39999","PARTICIPATES_GpPW"
"40000","PARTICIPATES_GpBP"
"40001","EXPRESSES_AeG"
"40002","BINDS_CbG"
"40003","BINDS_CbG"
"40004","BINDS_CbG"
"40005","BINDS_CbG"
"40006","BINDS_CbG"
"40007","BINDS_CbG"
"40008","BINDS_CbG"
"40009","BINDS_CbG"
"40010","BINDS_CbG"
"40011","BINDS_CbG"
"40012","BINDS_CbG"
"40013","BINDS_CbG"
"40014","BINDS_CbG"
"40015","BINDS_CbG"
"40016","BINDS_CbG"
"40017","BINDS_CbG"
"40018","BINDS_CbG"
"40019","BINDS_CbG"
"40020","BINDS_CbG"
"40021","BINDS_CbG"
"40022","BINDS_CbG"
"40023","BINDS_CbG"
"40024","BINDS_CbG"
"40025","BINDS_CbG"
"40026","BINDS_CbG"
"40027","BINDS_CbG"
"40028","BINDS_CbG"
"40029","BINDS_CbG"
"40030","BINDS_CbG"
"40031","BINDS_CbG"
"40032","BINDS_CbG"
"40033","BINDS_CbG"
"40034","BINDS_CbG"
"40035","BINDS_CbG"
"40036","BINDS_CbG"
"40037","BINDS_CbG"
"40038","BINDS_CbG"
"40039","BINDS_CbG"
"40040","BINDS_CbG"
"40041","BINDS_CbG"
"40042","BINDS_CbG"
"40043","BINDS_CbG"
"40044","BINDS_CbG"
"40045","BINDS_CbG"
"40046","BINDS_CbG"
"40047","BINDS_CbG"
"40048","BINDS_CbG"
"40049","BINDS_CbG"
"40050","BINDS_CbG"
"40051","BINDS_CbG"
"40052","BINDS_CbG"
"40053","BINDS_CbG"
"40054","BINDS_CbG"
"40055","BINDS_CbG"
"40056","PARTICIPATES_GpPW"
"40057","PARTICIPATES_GpBP"
"40058","EXPRESSES_AeG"
"40059","BINDS_CbG"
"40060","PARTICIPATES_GpPW"
"40061","PARTICIPATES_GpBP"
"40062","EXPRESSES_AeG"
"40063","BINDS_CbG"
"40064","BINDS_CbG"
"40065","BINDS_CbG"
"40066","BINDS_CbG"
"40067","BINDS_CbG"
"40068","BINDS_CbG"
"40069","BINDS_CbG"
"40070","BINDS_CbG"
"40071","BINDS_CbG"
"40072","BINDS_CbG"
"40073","BINDS_CbG"
"40074","BINDS_CbG"
"40075","BINDS_CbG"
"40076","BINDS_CbG"
"40077","BINDS_CbG"
"40078","BINDS_CbG"
"40079","BINDS_CbG"
"40080","BINDS_CbG"
"40081","BINDS_CbG"
"40082","BINDS_CbG"
"40083","BINDS_CbG"
"40084","BINDS_CbG"
"40085","BINDS_CbG"
"40086","BINDS_CbG"
"40087","BINDS_CbG"
"40088","BINDS_CbG"
"40089","BINDS_CbG"
"40090","BINDS_CbG"
"40091","BINDS_CbG"
"40092","BINDS_CbG"
"40093","BINDS_CbG"
"40094","BINDS_CbG"
"40095","BINDS_CbG"
"40096","BINDS_CbG"
"40097","BINDS_CbG"
"40098","BINDS_CbG"
"40099","BINDS_CbG"
"40100","BINDS_CbG"
"40101","BINDS_CbG"
"40102","BINDS_CbG"
"40103","BINDS_CbG"
"40104","BINDS_CbG"
"40105","BINDS_CbG"
"40106","BINDS_CbG"
"40107","BINDS_CbG"
"40108","BINDS_CbG"
"40109","BINDS_CbG"
"40110","BINDS_CbG"
"40111","BINDS_CbG"
"40112","BINDS_CbG"
"40113","BINDS_CbG"
"40114","BINDS_CbG"
"40115","BINDS_CbG"
"40116","PARTICIPATES_GpPW"
"40117","PARTICIPATES_GpBP"
"40118","EXPRESSES_AeG"
"40119","BINDS_CbG"
"40120","PARTICIPATES_GpPW"
"40121","PARTICIPATES_GpBP"
"40122","EXPRESSES_AeG"
"40123","BINDS_CbG"
"40124","PARTICIPATES_GpPW"
"40125","PARTICIPATES_GpBP"
"40126","EXPRESSES_AeG"
"40127","BINDS_CbG"
"40128","PARTICIPATES_GpPW"
"40129","PARTICIPATES_GpBP"
"40130","EXPRESSES_AeG"
"40131","BINDS_CbG"
"40132","PARTICIPATES_GpPW"
"40133","PARTICIPATES_GpBP"
"40134","EXPRESSES_AeG"
"40135","BINDS_CbG"
"40136","PARTICIPATES_GpPW"
"40137","PARTICIPATES_GpBP"
"40138","EXPRESSES_AeG"
"40139","BINDS_CbG"
"40140","PARTICIPATES_GpBP"
"40141","EXPRESSES_AeG"
"40142","BINDS_CbG"
"40143","BINDS_CbG"
"40144","PARTICIPATES_GpPW"
"40145","PARTICIPATES_GpBP"
"40146","EXPRESSES_AeG"
"40147","BINDS_CbG"
"40148","PARTICIPATES_GpPW"
"40149","PARTICIPATES_GpBP"
"40150","EXPRESSES_AeG"
"40151","BINDS_CbG"
"40152","PARTICIPATES_GpPW"
"40153","PARTICIPATES_GpBP"
"40154","EXPRESSES_AeG"
"40155","BINDS_CbG"
"40156","PARTICIPATES_GpPW"
"40157","PARTICIPATES_GpBP"
"40158","EXPRESSES_AeG"
"40159","BINDS_CbG"
"40160","PARTICIPATES_GpPW"
"40161","PARTICIPATES_GpBP"
"40162","EXPRESSES_AeG"
"40163","BINDS_CbG"
"40164","BINDS_CbG"
"40165","BINDS_CbG"
"40166","BINDS_CbG"
"40167","BINDS_CbG"
"40168","BINDS_CbG"
"40169","BINDS_CbG"
"40170","BINDS_CbG"
"40171","BINDS_CbG"
"40172","BINDS_CbG"
"40173","BINDS_CbG"
"40174","BINDS_CbG"
"40175","BINDS_CbG"
"40176","BINDS_CbG"
"40177","BINDS_CbG"
"40178","BINDS_CbG"
"40179","BINDS_CbG"
"40180","BINDS_CbG"
"40181","BINDS_CbG"
"40182","BINDS_CbG"
"40183","BINDS_CbG"
"40184","BINDS_CbG"
"40185","BINDS_CbG"
"40186","BINDS_CbG"
"40187","BINDS_CbG"
"40188","BINDS_CbG"
"40189","BINDS_CbG"
"40190","BINDS_CbG"
"40191","BINDS_CbG"
"40192","BINDS_CbG"
"40193","BINDS_CbG"
"40194","BINDS_CbG"
"40195","BINDS_CbG"
"40196","BINDS_CbG"
"40197","BINDS_CbG"
"40198","BINDS_CbG"
"40199","BINDS_CbG"
"40200","BINDS_CbG"
"40201","BINDS_CbG"
"40202","BINDS_CbG"
"40203","BINDS_CbG"
"40204","BINDS_CbG"
"40205","BINDS_CbG"
"40206","BINDS_CbG"
"40207","BINDS_CbG"
"40208","BINDS_CbG"
"40209","BINDS_CbG"
"40210","BINDS_CbG"
"40211","BINDS_CbG"
"40212","BINDS_CbG"
"40213","BINDS_CbG"
"40214","BINDS_CbG"
"40215","BINDS_CbG"
"40216","PARTICIPATES_GpPW"
"40217","PARTICIPATES_GpBP"
"40218","EXPRESSES_AeG"
"40219","BINDS_CbG"
"40220","BINDS_CbG"
"40221","BINDS_CbG"
"40222","BINDS_CbG"
"40223","BINDS_CbG"
"40224","BINDS_CbG"
"40225","BINDS_CbG"
"40226","BINDS_CbG"
"40227","BINDS_CbG"
"40228","BINDS_CbG"
"40229","BINDS_CbG"
"40230","BINDS_CbG"
"40231","BINDS_CbG"
"40232","BINDS_CbG"
"40233","BINDS_CbG"
"40234","BINDS_CbG"
"40235","BINDS_CbG"
"40236","BINDS_CbG"
"40237","BINDS_CbG"
"40238","BINDS_CbG"
"40239","BINDS_CbG"
"40240","BINDS_CbG"
"40241","BINDS_CbG"
"40242","BINDS_CbG"
"40243","BINDS_CbG"
"40244","BINDS_CbG"
"40245","BINDS_CbG"
"40246","BINDS_CbG"
"40247","BINDS_CbG"
"40248","BINDS_CbG"
"40249","BINDS_CbG"
"40250","BINDS_CbG"
"40251","BINDS_CbG"
"40252","BINDS_CbG"
"40253","BINDS_CbG"
"40254","BINDS_CbG"
"40255","BINDS_CbG"
"40256","BINDS_CbG"
"40257","BINDS_CbG"
"40258","BINDS_CbG"
"40259","BINDS_CbG"
"40260","BINDS_CbG"
"40261","BINDS_CbG"
"40262","BINDS_CbG"
"40263","BINDS_CbG"
"40264","BINDS_CbG"
"40265","BINDS_CbG"
"40266","BINDS_CbG"
"40267","BINDS_CbG"
"40268","BINDS_CbG"
"40269","BINDS_CbG"
"40270","BINDS_CbG"
"40271","BINDS_CbG"
"40272","PARTICIPATES_GpPW"
"40273","PARTICIPATES_GpBP"
"40274","EXPRESSES_AeG"
"40275","BINDS_CbG"
"40276","PARTICIPATES_GpPW"
"40277","PARTICIPATES_GpBP"
"40278","EXPRESSES_AeG"
"40279","BINDS_CbG"
"40280","BINDS_CbG"
"40281","BINDS_CbG"
"40282","BINDS_CbG"
"40283","BINDS_CbG"
"40284","BINDS_CbG"
"40285","BINDS_CbG"
"40286","BINDS_CbG"
"40287","BINDS_CbG"
"40288","BINDS_CbG"
"40289","BINDS_CbG"
"40290","BINDS_CbG"
"40291","BINDS_CbG"
"40292","BINDS_CbG"
"40293","BINDS_CbG"
"40294","BINDS_CbG"
"40295","BINDS_CbG"
"40296","BINDS_CbG"
"40297","BINDS_CbG"
"40298","BINDS_CbG"
"40299","BINDS_CbG"
"40300","BINDS_CbG"
"40301","BINDS_CbG"
"40302","BINDS_CbG"
"40303","BINDS_CbG"
"40304","BINDS_CbG"
"40305","BINDS_CbG"
"40306","BINDS_CbG"
"40307","BINDS_CbG"
"40308","BINDS_CbG"
"40309","BINDS_CbG"
"40310","BINDS_CbG"
"40311","BINDS_CbG"
"40312","BINDS_CbG"
"40313","BINDS_CbG"
"40314","BINDS_CbG"
"40315","BINDS_CbG"
"40316","BINDS_CbG"
"40317","BINDS_CbG"
"40318","BINDS_CbG"
"40319","BINDS_CbG"
"40320","BINDS_CbG"
"40321","BINDS_CbG"
"40322","BINDS_CbG"
"40323","BINDS_CbG"
"40324","BINDS_CbG"
"40325","BINDS_CbG"
"40326","BINDS_CbG"
"40327","BINDS_CbG"
"40328","BINDS_CbG"
"40329","BINDS_CbG"
"40330","BINDS_CbG"
"40331","BINDS_CbG"
"40332","BINDS_CbG"
"40333","BINDS_CbG"
"40334","BINDS_CbG"
"40335","BINDS_CbG"
"40336","PARTICIPATES_GpPW"
"40337","PARTICIPATES_GpBP"
"40338","EXPRESSES_AeG"
"40339","BINDS_CbG"
"40340","BINDS_CbG"
"40341","PARTICIPATES_GpPW"
"40342","PARTICIPATES_GpBP"
"40343","EXPRESSES_AeG"
"40344","BINDS_CbG"
"40345","BINDS_CbG"
"40346","PARTICIPATES_GpPW"
"40347","PARTICIPATES_GpBP"
"40348","EXPRESSES_AeG"
