"","type"
"4134","PARTICIPATES_GpPW"
"4135","PARTICIPATES_GpPW"
"4136","PARTICIPATES_GpPW"
"4137","PARTICIPATES_GpPW"
"4138","PARTICIPATES_GpPW"
"4139","PARTICIPATES_GpPW"
"4140","PARTICIPATES_GpPW"
"4141","PARTICIPATES_GpPW"
"4142","PARTICIPATES_GpPW"
"4143","PARTICIPATES_GpPW"
"4144","PARTICIPATES_GpPW"
"4145","PARTICIPATES_GpPW"
"4146","PARTICIPATES_GpPW"
"4147","PARTICIPATES_GpPW"
"4148","PARTICIPATES_GpPW"
"4149","PARTICIPATES_GpPW"
"4150","PARTICIPATES_GpPW"
"4151","PARTICIPATES_GpPW"
"4152","PARTICIPATES_GpPW"
"4153","PARTICIPATES_GpPW"
"4154","PARTICIPATES_GpPW"
"4155","PARTICIPATES_GpPW"
"4156","PARTICIPATES_GpPW"
"4157","PARTICIPATES_GpPW"
"4158","PARTICIPATES_GpPW"
"4159","PARTICIPATES_GpPW"
"4160","PARTICIPATES_GpPW"
"4161","PARTICIPATES_GpPW"
"4162","PARTICIPATES_GpPW"
"4163","PARTICIPATES_GpPW"
"4164","PARTICIPATES_GpPW"
"4165","PARTICIPATES_GpPW"
"4166","PARTICIPATES_GpPW"
"4167","PARTICIPATES_GpPW"
"4168","PARTICIPATES_GpPW"
"4169","PARTICIPATES_GpPW"
"4170","PARTICIPATES_GpPW"
"4171","PARTICIPATES_GpPW"
"4172","PARTICIPATES_GpPW"
"4173","PARTICIPATES_GpPW"
"4174","PARTICIPATES_GpPW"
"4175","PARTICIPATES_GpPW"
"4176","PARTICIPATES_GpPW"
"4177","PARTICIPATES_GpPW"
"4178","PARTICIPATES_GpPW"
"4179","PARTICIPATES_GpPW"
"4180","PARTICIPATES_GpPW"
"4181","PARTICIPATES_GpPW"
"4182","PARTICIPATES_GpPW"
"4183","PARTICIPATES_GpPW"
"4184","EXPRESSES_AeG"
"4185","PARTICIPATES_GpBP"
"4186","PARTICIPATES_GpBP"
"4187","EXPRESSES_AeG"
"4188","DOWNREGULATES_CdG"
"4189","PARTICIPATES_GpBP"
"4190","EXPRESSES_AeG"
"4191","BINDS_CbG"
"4192","BINDS_CbG"
"4193","BINDS_CbG"
"4194","PARTICIPATES_GpPW"
"4195","PARTICIPATES_GpPW"
"4196","PARTICIPATES_GpPW"
"4197","PARTICIPATES_GpPW"
"4198","PARTICIPATES_GpPW"
"4199","PARTICIPATES_GpPW"
"4200","PARTICIPATES_GpPW"
"4201","DOWNREGULATES_CdG"
"4202","PARTICIPATES_GpBP"
"4203","EXPRESSES_AeG"
"4204","PARTICIPATES_GpPW"
"4205","PARTICIPATES_GpPW"
"4206","PARTICIPATES_GpPW"
"4207","PARTICIPATES_GpPW"
"4208","PARTICIPATES_GpPW"
"4209","DOWNREGULATES_CdG"
"4210","PARTICIPATES_GpBP"
"4211","EXPRESSES_AeG"
"4212","PARTICIPATES_GpPW"
"4213","PARTICIPATES_GpPW"
"4214","DOWNREGULATES_CdG"
"4215","PARTICIPATES_GpBP"
"4216","EXPRESSES_AeG"
"4217","BINDS_CbG"
"4218","PARTICIPATES_GpPW"
"4219","PARTICIPATES_GpPW"
"4220","PARTICIPATES_GpPW"
"4221","PARTICIPATES_GpPW"
"4222","PARTICIPATES_GpPW"
"4223","PARTICIPATES_GpPW"
"4224","PARTICIPATES_GpPW"
"4225","PARTICIPATES_GpPW"
"4226","PARTICIPATES_GpPW"
"4227","PARTICIPATES_GpPW"
"4228","PARTICIPATES_GpPW"
"4229","PARTICIPATES_GpPW"
"4230","PARTICIPATES_GpPW"
"4231","PARTICIPATES_GpPW"
"4232","PARTICIPATES_GpPW"
"4233","PARTICIPATES_GpPW"
"4234","PARTICIPATES_GpPW"
"4235","PARTICIPATES_GpPW"
"4236","PARTICIPATES_GpPW"
"4237","PARTICIPATES_GpPW"
"4238","PARTICIPATES_GpPW"
"4239","PARTICIPATES_GpPW"
"4240","PARTICIPATES_GpPW"
"4241","PARTICIPATES_GpPW"
"4242","PARTICIPATES_GpPW"
"4243","PARTICIPATES_GpPW"
"4244","PARTICIPATES_GpPW"
"4245","PARTICIPATES_GpPW"
"4246","PARTICIPATES_GpPW"
"4247","PARTICIPATES_GpPW"
"4248","PARTICIPATES_GpPW"
"4249","DOWNREGULATES_CdG"
"4250","PARTICIPATES_GpBP"
"4251","EXPRESSES_AeG"
"4252","PARTICIPATES_GpPW"
"4253","PARTICIPATES_GpPW"
"4254","PARTICIPATES_GpPW"
"4255","DOWNREGULATES_CdG"
"4256","PARTICIPATES_GpBP"
"4257","EXPRESSES_AeG"
"4258","DOWNREGULATES_CdG"
"4259","PARTICIPATES_GpBP"
"4260","EXPRESSES_AeG"
"4261","DOWNREGULATES_CdG"
"4262","EXPRESSES_AeG"
"4263","DOWNREGULATES_CdG"
"4264","PARTICIPATES_GpBP"
"4265","EXPRESSES_AeG"
"4266","DOWNREGULATES_CdG"
"4267","PARTICIPATES_GpBP"
"4268","EXPRESSES_AeG"
"4269","PARTICIPATES_GpPW"
"4270","PARTICIPATES_GpPW"
"4271","DOWNREGULATES_CdG"
"4272","PARTICIPATES_GpBP"
"4273","EXPRESSES_AeG"
"4274","DOWNREGULATES_CdG"
"4275","PARTICIPATES_GpBP"
"4276","EXPRESSES_AeG"
"4277","PARTICIPATES_GpPW"
"4278","PARTICIPATES_GpPW"
"4279","PARTICIPATES_GpPW"
"4280","PARTICIPATES_GpPW"
"4281","PARTICIPATES_GpPW"
"4282","DOWNREGULATES_CdG"
"4283","EXPRESSES_AeG"
"4284","DOWNREGULATES_CdG"
"4285","DOWNREGULATES_CdG"
"4286","BINDS_CbG"
"4287","BINDS_CbG"
"4288","PARTICIPATES_GpPW"
"4289","PARTICIPATES_GpPW"
"4290","PARTICIPATES_GpPW"
"4291","PARTICIPATES_GpPW"
"4292","PARTICIPATES_GpPW"
"4293","PARTICIPATES_GpPW"
"4294","PARTICIPATES_GpPW"
"4295","PARTICIPATES_GpPW"
"4296","PARTICIPATES_GpPW"
"4297","PARTICIPATES_GpPW"
"4298","PARTICIPATES_GpPW"
"4299","PARTICIPATES_GpPW"
"4300","PARTICIPATES_GpPW"
"4301","PARTICIPATES_GpPW"
"4302","PARTICIPATES_GpPW"
"4303","PARTICIPATES_GpPW"
"4304","PARTICIPATES_GpPW"
"4305","PARTICIPATES_GpPW"
"4306","PARTICIPATES_GpPW"
"4307","PARTICIPATES_GpPW"
"4308","PARTICIPATES_GpPW"
"4309","PARTICIPATES_GpPW"
"4310","PARTICIPATES_GpPW"
"4311","PARTICIPATES_GpPW"
"4312","PARTICIPATES_GpPW"
"4313","PARTICIPATES_GpPW"
"4314","PARTICIPATES_GpPW"
"4315","PARTICIPATES_GpPW"
"4316","PARTICIPATES_GpPW"
"4317","PARTICIPATES_GpPW"
"4318","PARTICIPATES_GpPW"
"4319","PARTICIPATES_GpPW"
"4320","PARTICIPATES_GpPW"
"4321","PARTICIPATES_GpPW"
"4322","PARTICIPATES_GpPW"
"4323","PARTICIPATES_GpPW"
"4324","PARTICIPATES_GpPW"
"4325","PARTICIPATES_GpPW"
"4326","PARTICIPATES_GpPW"
"4327","PARTICIPATES_GpPW"
"4328","PARTICIPATES_GpPW"
"4329","PARTICIPATES_GpPW"
"4330","PARTICIPATES_GpPW"
"4331","PARTICIPATES_GpPW"
"4332","PARTICIPATES_GpPW"
"4333","PARTICIPATES_GpPW"
"4334","PARTICIPATES_GpPW"
"4335","PARTICIPATES_GpPW"
"4336","PARTICIPATES_GpPW"
"4337","PARTICIPATES_GpPW"
"4338","PARTICIPATES_GpPW"
"4339","PARTICIPATES_GpPW"
"4340","PARTICIPATES_GpPW"
"4341","PARTICIPATES_GpPW"
"4342","PARTICIPATES_GpPW"
"4343","PARTICIPATES_GpPW"
"4344","PARTICIPATES_GpPW"
"4345","PARTICIPATES_GpPW"
"4346","PARTICIPATES_GpPW"
"4347","PARTICIPATES_GpPW"
"4348","PARTICIPATES_GpPW"
"4349","PARTICIPATES_GpPW"
"4350","PARTICIPATES_GpPW"
"4351","PARTICIPATES_GpPW"
"4352","PARTICIPATES_GpPW"
"4353","PARTICIPATES_GpPW"
"4354","PARTICIPATES_GpPW"
"4355","PARTICIPATES_GpPW"
"4356","PARTICIPATES_GpPW"
"4357","PARTICIPATES_GpPW"
"4358","PARTICIPATES_GpPW"
"4359","PARTICIPATES_GpPW"
"4360","PARTICIPATES_GpPW"
"4361","PARTICIPATES_GpPW"
"4362","PARTICIPATES_GpPW"
"4363","PARTICIPATES_GpPW"
"4364","PARTICIPATES_GpPW"
"4365","PARTICIPATES_GpPW"
"4366","PARTICIPATES_GpPW"
"4367","PARTICIPATES_GpPW"
"4368","PARTICIPATES_GpPW"
"4369","PARTICIPATES_GpPW"
"4370","PARTICIPATES_GpPW"
"4371","EXPRESSES_AeG"
"4372","PARTICIPATES_GpBP"
"4373","PARTICIPATES_GpBP"
"4374","EXPRESSES_AeG"
"4375","BINDS_CbG"
"4376","PARTICIPATES_GpPW"
"4377","PARTICIPATES_GpPW"
"4378","PARTICIPATES_GpPW"
"4379","PARTICIPATES_GpPW"
"4380","PARTICIPATES_GpPW"
"4381","PARTICIPATES_GpPW"
"4382","DOWNREGULATES_CdG"
"4383","PARTICIPATES_GpBP"
"4384","EXPRESSES_AeG"
"4385","PARTICIPATES_GpPW"
"4386","PARTICIPATES_GpPW"
"4387","PARTICIPATES_GpPW"
"4388","DOWNREGULATES_CdG"
"4389","PARTICIPATES_GpBP"
"4390","EXPRESSES_AeG"
"4391","PARTICIPATES_GpPW"
"4392","DOWNREGULATES_CdG"
"4393","DOWNREGULATES_CdG"
"4394","PARTICIPATES_GpPW"
"4395","PARTICIPATES_GpPW"
"4396","PARTICIPATES_GpPW"
"4397","PARTICIPATES_GpPW"
"4398","PARTICIPATES_GpPW"
"4399","PARTICIPATES_GpPW"
"4400","PARTICIPATES_GpPW"
"4401","PARTICIPATES_GpPW"
"4402","PARTICIPATES_GpPW"
"4403","PARTICIPATES_GpPW"
"4404","PARTICIPATES_GpPW"
"4405","PARTICIPATES_GpPW"
"4406","PARTICIPATES_GpPW"
"4407","PARTICIPATES_GpPW"
"4408","PARTICIPATES_GpPW"
"4409","PARTICIPATES_GpPW"
"4410","PARTICIPATES_GpPW"
"4411","PARTICIPATES_GpPW"
"4412","PARTICIPATES_GpPW"
"4413","PARTICIPATES_GpPW"
"4414","PARTICIPATES_GpPW"
"4415","PARTICIPATES_GpPW"
"4416","PARTICIPATES_GpPW"
"4417","PARTICIPATES_GpPW"
"4418","PARTICIPATES_GpPW"
"4419","PARTICIPATES_GpPW"
"4420","PARTICIPATES_GpPW"
"4421","PARTICIPATES_GpPW"
"4422","PARTICIPATES_GpPW"
"4423","PARTICIPATES_GpPW"
"4424","PARTICIPATES_GpPW"
"4425","PARTICIPATES_GpPW"
"4426","PARTICIPATES_GpPW"
"4427","PARTICIPATES_GpPW"
"4428","PARTICIPATES_GpPW"
"4429","PARTICIPATES_GpPW"
"4430","PARTICIPATES_GpPW"
"4431","PARTICIPATES_GpPW"
"4432","PARTICIPATES_GpPW"
"4433","PARTICIPATES_GpPW"
"4434","PARTICIPATES_GpPW"
"4435","PARTICIPATES_GpPW"
"4436","PARTICIPATES_GpPW"
"4437","PARTICIPATES_GpPW"
"4438","PARTICIPATES_GpPW"
"4439","PARTICIPATES_GpPW"
"4440","PARTICIPATES_GpPW"
"4441","PARTICIPATES_GpPW"
"4442","PARTICIPATES_GpPW"
"4443","PARTICIPATES_GpPW"
"4444","PARTICIPATES_GpPW"
"4445","PARTICIPATES_GpPW"
"4446","PARTICIPATES_GpPW"
"4447","PARTICIPATES_GpPW"
"4448","PARTICIPATES_GpPW"
"4449","PARTICIPATES_GpPW"
"4450","PARTICIPATES_GpPW"
"4451","PARTICIPATES_GpPW"
"4452","PARTICIPATES_GpPW"
"4453","PARTICIPATES_GpPW"
"4454","PARTICIPATES_GpPW"
"4455","PARTICIPATES_GpPW"
"4456","PARTICIPATES_GpPW"
"4457","PARTICIPATES_GpPW"
"4458","PARTICIPATES_GpPW"
"4459","PARTICIPATES_GpPW"
"4460","PARTICIPATES_GpPW"
"4461","PARTICIPATES_GpPW"
"4462","PARTICIPATES_GpPW"
"4463","PARTICIPATES_GpPW"
"4464","PARTICIPATES_GpPW"
"4465","PARTICIPATES_GpPW"
"4466","PARTICIPATES_GpPW"
"4467","PARTICIPATES_GpPW"
"4468","PARTICIPATES_GpPW"
"4469","PARTICIPATES_GpPW"
"4470","PARTICIPATES_GpPW"
"4471","PARTICIPATES_GpPW"
"4472","PARTICIPATES_GpPW"
"4473","PARTICIPATES_GpPW"
"4474","PARTICIPATES_GpPW"
"4475","PARTICIPATES_GpPW"
"4476","PARTICIPATES_GpPW"
"4477","EXPRESSES_AeG"
"4478","PARTICIPATES_GpBP"
"4479","PARTICIPATES_GpBP"
"4480","EXPRESSES_AeG"
"4481","PARTICIPATES_GpPW"
"4482","PARTICIPATES_GpPW"
"4483","DOWNREGULATES_CdG"
"4484","PARTICIPATES_GpBP"
"4485","EXPRESSES_AeG"
"4486","PARTICIPATES_GpPW"
"4487","PARTICIPATES_GpPW"
"4488","PARTICIPATES_GpPW"
"4489","PARTICIPATES_GpPW"
"4490","PARTICIPATES_GpPW"
"4491","DOWNREGULATES_CdG"
"4492","PARTICIPATES_GpBP"
"4493","EXPRESSES_AeG"
"4494","PARTICIPATES_GpPW"
"4495","PARTICIPATES_GpPW"
"4496","PARTICIPATES_GpPW"
"4497","PARTICIPATES_GpPW"
"4498","PARTICIPATES_GpPW"
"4499","PARTICIPATES_GpPW"
"4500","PARTICIPATES_GpPW"
"4501","DOWNREGULATES_CdG"
"4502","PARTICIPATES_GpBP"
"4503","EXPRESSES_AeG"
"4504","BINDS_CbG"
"4505","PARTICIPATES_GpPW"
"4506","PARTICIPATES_GpPW"
"4507","PARTICIPATES_GpPW"
"4508","PARTICIPATES_GpPW"
"4509","PARTICIPATES_GpPW"
"4510","PARTICIPATES_GpPW"
"4511","PARTICIPATES_GpPW"
"4512","PARTICIPATES_GpPW"
"4513","PARTICIPATES_GpPW"
"4514","PARTICIPATES_GpPW"
"4515","PARTICIPATES_GpPW"
"4516","PARTICIPATES_GpPW"
"4517","PARTICIPATES_GpPW"
"4518","PARTICIPATES_GpPW"
"4519","PARTICIPATES_GpPW"
"4520","DOWNREGULATES_CdG"
"4521","PARTICIPATES_GpBP"
"4522","EXPRESSES_AeG"
"4523","DOWNREGULATES_CdG"
"4524","PARTICIPATES_GpBP"
"4525","EXPRESSES_AeG"
"4526","PARTICIPATES_GpPW"
"4527","PARTICIPATES_GpPW"
"4528","PARTICIPATES_GpPW"
"4529","PARTICIPATES_GpPW"
"4530","PARTICIPATES_GpPW"
"4531","PARTICIPATES_GpPW"
"4532","PARTICIPATES_GpPW"
"4533","PARTICIPATES_GpPW"
"4534","PARTICIPATES_GpPW"
"4535","PARTICIPATES_GpPW"
"4536","PARTICIPATES_GpPW"
"4537","PARTICIPATES_GpPW"
"4538","PARTICIPATES_GpPW"
"4539","PARTICIPATES_GpPW"
"4540","PARTICIPATES_GpPW"
"4541","PARTICIPATES_GpPW"
"4542","PARTICIPATES_GpPW"
"4543","PARTICIPATES_GpPW"
"4544","PARTICIPATES_GpPW"
"4545","DOWNREGULATES_CdG"
"4546","PARTICIPATES_GpBP"
"4547","EXPRESSES_AeG"
"4548","PARTICIPATES_GpPW"
"4549","PARTICIPATES_GpPW"
"4550","PARTICIPATES_GpPW"
"4551","PARTICIPATES_GpPW"
"4552","PARTICIPATES_GpPW"
"4553","PARTICIPATES_GpPW"
"4554","PARTICIPATES_GpPW"
"4555","PARTICIPATES_GpPW"
"4556","DOWNREGULATES_CdG"
"4557","PARTICIPATES_GpBP"
"4558","EXPRESSES_AeG"
"4559","PARTICIPATES_GpPW"
"4560","PARTICIPATES_GpPW"
"4561","PARTICIPATES_GpPW"
"4562","PARTICIPATES_GpPW"
"4563","DOWNREGULATES_CdG"
"4564","PARTICIPATES_GpBP"
"4565","EXPRESSES_AeG"
"4566","DOWNREGULATES_CdG"
"4567","PARTICIPATES_GpBP"
"4568","EXPRESSES_AeG"
"4569","PARTICIPATES_GpPW"
"4570","PARTICIPATES_GpPW"
"4571","PARTICIPATES_GpPW"
"4572","PARTICIPATES_GpPW"
"4573","PARTICIPATES_GpPW"
"4574","PARTICIPATES_GpPW"
"4575","PARTICIPATES_GpPW"
"4576","PARTICIPATES_GpPW"
"4577","PARTICIPATES_GpPW"
"4578","PARTICIPATES_GpPW"
"4579","PARTICIPATES_GpPW"
"4580","DOWNREGULATES_CdG"
"4581","PARTICIPATES_GpBP"
"4582","EXPRESSES_AeG"
"4583","BINDS_CbG"
"4584","BINDS_CbG"
"4585","PARTICIPATES_GpPW"
"4586","PARTICIPATES_GpPW"
"4587","PARTICIPATES_GpPW"
"4588","PARTICIPATES_GpPW"
"4589","PARTICIPATES_GpPW"
"4590","DOWNREGULATES_CdG"
"4591","PARTICIPATES_GpBP"
"4592","EXPRESSES_AeG"
"4593","PARTICIPATES_GpPW"
"4594","DOWNREGULATES_CdG"
"4595","PARTICIPATES_GpBP"
"4596","EXPRESSES_AeG"
"4597","PARTICIPATES_GpPW"
"4598","PARTICIPATES_GpPW"
"4599","PARTICIPATES_GpPW"
"4600","PARTICIPATES_GpPW"
"4601","PARTICIPATES_GpPW"
"4602","PARTICIPATES_GpPW"
"4603","PARTICIPATES_GpPW"
"4604","PARTICIPATES_GpPW"
"4605","PARTICIPATES_GpPW"
"4606","PARTICIPATES_GpPW"
"4607","PARTICIPATES_GpPW"
"4608","PARTICIPATES_GpPW"
"4609","PARTICIPATES_GpPW"
"4610","PARTICIPATES_GpPW"
"4611","PARTICIPATES_GpPW"
"4612","PARTICIPATES_GpPW"
"4613","PARTICIPATES_GpPW"
"4614","PARTICIPATES_GpPW"
"4615","PARTICIPATES_GpPW"
"4616","PARTICIPATES_GpPW"
"4617","PARTICIPATES_GpPW"
"4618","PARTICIPATES_GpPW"
"4619","PARTICIPATES_GpPW"
"4620","DOWNREGULATES_CdG"
"4621","DOWNREGULATES_CdG"
"4622","PARTICIPATES_GpPW"
"4623","PARTICIPATES_GpPW"
"4624","PARTICIPATES_GpPW"
"4625","PARTICIPATES_GpPW"
"4626","PARTICIPATES_GpPW"
"4627","PARTICIPATES_GpPW"
"4628","PARTICIPATES_GpPW"
"4629","PARTICIPATES_GpPW"
"4630","PARTICIPATES_GpPW"
"4631","PARTICIPATES_GpPW"
"4632","PARTICIPATES_GpPW"
"4633","PARTICIPATES_GpPW"
"4634","PARTICIPATES_GpPW"
"4635","PARTICIPATES_GpPW"
"4636","PARTICIPATES_GpPW"
"4637","PARTICIPATES_GpPW"
"4638","PARTICIPATES_GpPW"
"4639","PARTICIPATES_GpPW"
"4640","PARTICIPATES_GpPW"
"4641","PARTICIPATES_GpPW"
"4642","PARTICIPATES_GpPW"
"4643","PARTICIPATES_GpPW"
"4644","PARTICIPATES_GpPW"
"4645","PARTICIPATES_GpPW"
"4646","PARTICIPATES_GpPW"
"4647","PARTICIPATES_GpPW"
"4648","PARTICIPATES_GpPW"
"4649","PARTICIPATES_GpPW"
"4650","PARTICIPATES_GpPW"
"4651","PARTICIPATES_GpPW"
"4652","PARTICIPATES_GpPW"
"4653","PARTICIPATES_GpPW"
"4654","PARTICIPATES_GpPW"
"4655","PARTICIPATES_GpPW"
"4656","PARTICIPATES_GpPW"
"4657","PARTICIPATES_GpPW"
"4658","PARTICIPATES_GpPW"
"4659","PARTICIPATES_GpPW"
"4660","PARTICIPATES_GpPW"
"4661","PARTICIPATES_GpPW"
"4662","PARTICIPATES_GpPW"
"4663","PARTICIPATES_GpPW"
"4664","PARTICIPATES_GpPW"
"4665","PARTICIPATES_GpPW"
"4666","PARTICIPATES_GpPW"
"4667","PARTICIPATES_GpPW"
"4668","PARTICIPATES_GpPW"
"4669","PARTICIPATES_GpPW"
"4670","EXPRESSES_AeG"
"4671","PARTICIPATES_GpBP"
"4672","PARTICIPATES_GpBP"
"4673","EXPRESSES_AeG"
"4674","DOWNREGULATES_CdG"
"4675","BINDS_CbG"
"4676","DOWNREGULATES_CdG"
"4677","BINDS_CbG"
"4678","PARTICIPATES_GpPW"
"4679","PARTICIPATES_GpPW"
"4680","PARTICIPATES_GpPW"
"4681","PARTICIPATES_GpPW"
"4682","PARTICIPATES_GpPW"
"4683","PARTICIPATES_GpPW"
"4684","PARTICIPATES_GpPW"
"4685","PARTICIPATES_GpPW"
"4686","PARTICIPATES_GpPW"
"4687","PARTICIPATES_GpPW"
"4688","PARTICIPATES_GpPW"
"4689","PARTICIPATES_GpPW"
"4690","PARTICIPATES_GpPW"
"4691","PARTICIPATES_GpPW"
"4692","PARTICIPATES_GpPW"
"4693","PARTICIPATES_GpPW"
"4694","PARTICIPATES_GpPW"
"4695","PARTICIPATES_GpPW"
"4696","PARTICIPATES_GpPW"
"4697","PARTICIPATES_GpPW"
"4698","PARTICIPATES_GpPW"
"4699","PARTICIPATES_GpPW"
"4700","PARTICIPATES_GpPW"
"4701","PARTICIPATES_GpPW"
"4702","PARTICIPATES_GpPW"
"4703","PARTICIPATES_GpPW"
"4704","PARTICIPATES_GpPW"
"4705","PARTICIPATES_GpPW"
"4706","PARTICIPATES_GpPW"
"4707","PARTICIPATES_GpPW"
"4708","PARTICIPATES_GpPW"
"4709","PARTICIPATES_GpPW"
"4710","PARTICIPATES_GpPW"
"4711","PARTICIPATES_GpPW"
"4712","PARTICIPATES_GpPW"
"4713","PARTICIPATES_GpPW"
"4714","PARTICIPATES_GpPW"
"4715","PARTICIPATES_GpPW"
"4716","PARTICIPATES_GpPW"
"4717","PARTICIPATES_GpPW"
"4718","PARTICIPATES_GpPW"
"4719","PARTICIPATES_GpPW"
"4720","PARTICIPATES_GpPW"
"4721","PARTICIPATES_GpPW"
"4722","PARTICIPATES_GpPW"
"4723","PARTICIPATES_GpPW"
"4724","PARTICIPATES_GpPW"
"4725","PARTICIPATES_GpPW"
"4726","EXPRESSES_AeG"
"4727","PARTICIPATES_GpBP"
"4728","PARTICIPATES_GpBP"
"4729","EXPRESSES_AeG"
"4730","PARTICIPATES_GpPW"
"4731","PARTICIPATES_GpPW"
"4732","PARTICIPATES_GpPW"
"4733","PARTICIPATES_GpPW"
"4734","PARTICIPATES_GpPW"
"4735","PARTICIPATES_GpPW"
"4736","DOWNREGULATES_CdG"
"4737","PARTICIPATES_GpBP"
"4738","EXPRESSES_AeG"
"4739","PARTICIPATES_GpPW"
"4740","PARTICIPATES_GpPW"
"4741","PARTICIPATES_GpPW"
"4742","PARTICIPATES_GpPW"
"4743","PARTICIPATES_GpPW"
"4744","DOWNREGULATES_CdG"
"4745","PARTICIPATES_GpBP"
"4746","EXPRESSES_AeG"
"4747","DOWNREGULATES_CdG"
"4748","PARTICIPATES_GpBP"
"4749","EXPRESSES_AeG"
"4750","PARTICIPATES_GpPW"
"4751","DOWNREGULATES_CdG"
"4752","PARTICIPATES_GpBP"
"4753","EXPRESSES_AeG"
"4754","PARTICIPATES_GpPW"
"4755","PARTICIPATES_GpPW"
"4756","PARTICIPATES_GpPW"
"4757","PARTICIPATES_GpPW"
"4758","PARTICIPATES_GpPW"
"4759","PARTICIPATES_GpPW"
"4760","PARTICIPATES_GpPW"
"4761","PARTICIPATES_GpPW"
"4762","PARTICIPATES_GpPW"
"4763","PARTICIPATES_GpPW"
"4764","PARTICIPATES_GpPW"
"4765","PARTICIPATES_GpPW"
"4766","PARTICIPATES_GpPW"
"4767","DOWNREGULATES_CdG"
"4768","PARTICIPATES_GpBP"
"4769","EXPRESSES_AeG"
"4770","BINDS_CbG"
"4771","BINDS_CbG"
"4772","BINDS_CbG"
"4773","BINDS_CbG"
"4774","BINDS_CbG"
"4775","BINDS_CbG"
"4776","BINDS_CbG"
"4777","BINDS_CbG"
"4778","PARTICIPATES_GpPW"
"4779","PARTICIPATES_GpPW"
"4780","PARTICIPATES_GpPW"
"4781","PARTICIPATES_GpPW"
"4782","PARTICIPATES_GpPW"
"4783","PARTICIPATES_GpPW"
"4784","PARTICIPATES_GpPW"
"4785","PARTICIPATES_GpPW"
"4786","PARTICIPATES_GpPW"
"4787","PARTICIPATES_GpPW"
"4788","PARTICIPATES_GpPW"
"4789","PARTICIPATES_GpPW"
"4790","DOWNREGULATES_CdG"
"4791","PARTICIPATES_GpBP"
"4792","EXPRESSES_AeG"
"4793","PARTICIPATES_GpPW"
"4794","DOWNREGULATES_CdG"
"4795","PARTICIPATES_GpBP"
"4796","EXPRESSES_AeG"
"4797","PARTICIPATES_GpPW"
"4798","PARTICIPATES_GpPW"
"4799","PARTICIPATES_GpPW"
"4800","PARTICIPATES_GpPW"
"4801","PARTICIPATES_GpPW"
"4802","PARTICIPATES_GpPW"
"4803","PARTICIPATES_GpPW"
"4804","PARTICIPATES_GpPW"
"4805","PARTICIPATES_GpPW"
"4806","DOWNREGULATES_CdG"
"4807","PARTICIPATES_GpBP"
"4808","EXPRESSES_AeG"
"4809","PARTICIPATES_GpPW"
"4810","PARTICIPATES_GpPW"
"4811","PARTICIPATES_GpPW"
"4812","PARTICIPATES_GpPW"
"4813","DOWNREGULATES_CdG"
"4814","PARTICIPATES_GpBP"
"4815","EXPRESSES_AeG"
"4816","PARTICIPATES_GpPW"
"4817","PARTICIPATES_GpPW"
"4818","PARTICIPATES_GpPW"
"4819","DOWNREGULATES_CdG"
"4820","PARTICIPATES_GpBP"
"4821","EXPRESSES_AeG"
"4822","DOWNREGULATES_CdG"
"4823","PARTICIPATES_GpBP"
"4824","EXPRESSES_AeG"
"4825","PARTICIPATES_GpPW"
"4826","PARTICIPATES_GpPW"
"4827","PARTICIPATES_GpPW"
"4828","PARTICIPATES_GpPW"
"4829","PARTICIPATES_GpPW"
"4830","DOWNREGULATES_CdG"
"4831","PARTICIPATES_GpBP"
"4832","EXPRESSES_AeG"
"4833","DOWNREGULATES_CdG"
"4834","PARTICIPATES_GpBP"
"4835","EXPRESSES_AeG"
"4836","DOWNREGULATES_CdG"
"4837","PARTICIPATES_GpBP"
"4838","EXPRESSES_AeG"
"4839","PARTICIPATES_GpPW"
"4840","PARTICIPATES_GpPW"
"4841","PARTICIPATES_GpPW"
"4842","PARTICIPATES_GpPW"
"4843","PARTICIPATES_GpPW"
"4844","PARTICIPATES_GpPW"
"4845","PARTICIPATES_GpPW"
"4846","PARTICIPATES_GpPW"
"4847","DOWNREGULATES_CdG"
"4848","PARTICIPATES_GpBP"
"4849","EXPRESSES_AeG"
"4850","PARTICIPATES_GpPW"
"4851","PARTICIPATES_GpPW"
"4852","PARTICIPATES_GpPW"
"4853","PARTICIPATES_GpPW"
"4854","PARTICIPATES_GpPW"
"4855","PARTICIPATES_GpPW"
"4856","PARTICIPATES_GpPW"
"4857","PARTICIPATES_GpPW"
"4858","PARTICIPATES_GpPW"
"4859","PARTICIPATES_GpPW"
"4860","PARTICIPATES_GpPW"
"4861","PARTICIPATES_GpPW"
"4862","PARTICIPATES_GpPW"
"4863","DOWNREGULATES_CdG"
"4864","PARTICIPATES_GpBP"
"4865","EXPRESSES_AeG"
"4866","PARTICIPATES_GpPW"
"4867","DOWNREGULATES_CdG"
"4868","DOWNREGULATES_CdG"
"4869","PARTICIPATES_GpPW"
"4870","PARTICIPATES_GpPW"
"4871","PARTICIPATES_GpPW"
"4872","PARTICIPATES_GpPW"
"4873","PARTICIPATES_GpPW"
"4874","PARTICIPATES_GpPW"
"4875","PARTICIPATES_GpPW"
"4876","PARTICIPATES_GpPW"
"4877","PARTICIPATES_GpPW"
"4878","PARTICIPATES_GpPW"
"4879","PARTICIPATES_GpPW"
"4880","PARTICIPATES_GpPW"
